cell_line	geneSet	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	cantype	comb	CCLE_name
ACH-000876	ENSG00000268355	-0.692371514746713	-1.62724968676991	0	0	BRCA	ENSG00000268355.ACH-000876	MDAMB415_BREAST
ACH-000876	ENSG00000268460	-0.729415579690357	-1.63489943128923	0	0	BRCA	ENSG00000268460.ACH-000876	MDAMB415_BREAST
ACH-000876	ENSG00000246640	-0.70107782598366	-1.64872963298058	0	0	BRCA	ENSG00000246640.ACH-000876	MDAMB415_BREAST
ACH-000876	ENSG00000225511	-0.706901461733196	-1.66108891829998	0	0	BRCA	ENSG00000225511.ACH-000876	MDAMB415_BREAST
ACH-000876	ENSG00000234546	-0.711577347316343	-1.67135411266587	0	0	BRCA	ENSG00000234546.ACH-000876	MDAMB415_BREAST
ACH-000876	ENSG00000224818	-0.71565601709705	-1.67945534987308	0	0	BRCA	ENSG00000224818.ACH-000876	MDAMB415_BREAST
ACH-000876	ENSG00000224592	-0.791507451745966	-1.72013616656245	0	0	BRCA	ENSG00000224592.ACH-000876	MDAMB415_BREAST
ACH-000876	ENSG00000248429	-0.672968755421182	-1.58435552444587	0	0.00011202189784577	BRCA	ENSG00000248429.ACH-000876	MDAMB415_BREAST
ACH-000876	ENSG00000253878	-0.691370018017166	-1.62228861950775	0	0.000126024635076491	BRCA	ENSG00000253878.ACH-000876	MDAMB415_BREAST
ACH-000880	ENSG00000272081	-0.702856949894303	-1.72517096687689	0	0	STAD	ENSG00000272081.ACH-000880	AGS_STOMACH
ACH-000880	ENSG00000258602	-0.724719186303069	-1.72838228651545	0	0	STAD	ENSG00000258602.ACH-000880	AGS_STOMACH
ACH-000880	ENSG00000182165	-0.699300917150072	-1.737347067839	0	0	STAD	ENSG00000182165.ACH-000880	AGS_STOMACH
ACH-000880	ENSG00000253878	-0.708615059798592	-1.75112259132536	0	0	STAD	ENSG00000253878.ACH-000880	AGS_STOMACH
ACH-000880	ENSG00000224818	-0.709457090064712	-1.75410020773979	0	0	STAD	ENSG00000224818.ACH-000880	AGS_STOMACH
ACH-000880	ENSG00000237886	-0.723759883870889	-1.81225231209848	0	0	STAD	ENSG00000237886.ACH-000880	AGS_STOMACH
ACH-000880	ENSG00000248429	-0.753188583297371	-1.8813367924872	0	0	STAD	ENSG00000248429.ACH-000880	AGS_STOMACH
ACH-000880	ENSG00000255400	-0.745269826454703	-1.66009917634925	0	0.000112786800721836	STAD	ENSG00000255400.ACH-000880	AGS_STOMACH
ACH-000880	ENSG00000268355	-0.664758098300029	-1.61231033132123	0	0.000601529603849789	STAD	ENSG00000268355.ACH-000880	AGS_STOMACH
ACH-000881	ENSG00000234546	-0.727366886564967	-1.70136339775848	0	0	SKCM	ENSG00000234546.ACH-000881	MELJUSO_SKIN
ACH-000881	ENSG00000224666	-0.739626444400749	-1.71089587745313	0	0	SKCM	ENSG00000224666.ACH-000881	MELJUSO_SKIN
ACH-000881	ENSG00000224818	-0.749837396586134	-1.72365800594922	0	0	SKCM	ENSG00000224818.ACH-000881	MELJUSO_SKIN
ACH-000881	ENSG00000182165	-0.729309149317707	-1.73137103108351	0	0	SKCM	ENSG00000182165.ACH-000881	MELJUSO_SKIN
ACH-000881	ENSG00000272081	-0.805775602821378	-1.82446775287534	0	0	SKCM	ENSG00000272081.ACH-000881	MELJUSO_SKIN
ACH-000881	ENSG00000225511	-0.705940348334276	-1.61466701401635	0	0.000484261501210654	SKCM	ENSG00000225511.ACH-000881	MELJUSO_SKIN
ACH-000882	ENSG00000234546	-0.712259254735155	-1.66865900253116	0	0	SKCM	ENSG00000234546.ACH-000882	IGR1_SKIN
ACH-000882	ENSG00000182165	-0.731136963860267	-1.73994275165053	0	0	SKCM	ENSG00000182165.ACH-000882	IGR1_SKIN
ACH-000882	ENSG00000224818	-0.757593534592575	-1.74323247031076	0	0	SKCM	ENSG00000224818.ACH-000882	IGR1_SKIN
ACH-000882	ENSG00000224666	-0.772521944377876	-1.81702598006639	0	0	SKCM	ENSG00000224666.ACH-000882	IGR1_SKIN
ACH-000882	ENSG00000272081	-0.810044350249786	-1.87212494531739	0	0	SKCM	ENSG00000272081.ACH-000882	IGR1_SKIN
ACH-000882	ENSG00000225511	-0.699578701891192	-1.6147717109989	0	0.000170461682008218	SKCM	ENSG00000225511.ACH-000882	IGR1_SKIN
ACH-000884	ENSG00000225511	-0.717566474946352	-1.703400914069	0	0	SKCM	ENSG00000225511.ACH-000884	MDAMB435S_SKIN
ACH-000884	ENSG00000234546	-0.714555066697192	-1.71968444709222	0	0	SKCM	ENSG00000234546.ACH-000884	MDAMB435S_SKIN
ACH-000884	ENSG00000182165	-0.706343108606709	-1.73088886231305	0	0	SKCM	ENSG00000182165.ACH-000884	MDAMB435S_SKIN
ACH-000884	ENSG00000224666	-0.749259959950471	-1.79916826862203	0	0	SKCM	ENSG00000224666.ACH-000884	MDAMB435S_SKIN
ACH-000884	ENSG00000224818	-0.761020112019414	-1.80121464686912	0	0	SKCM	ENSG00000224818.ACH-000884	MDAMB435S_SKIN
ACH-000884	ENSG00000272081	-0.818823434023498	-1.94038528738165	0	0	SKCM	ENSG00000272081.ACH-000884	MDAMB435S_SKIN
ACH-000884	ENSG00000268355	-0.699917351294501	-1.59765939842289	0.00102040816222407	0.000831191220157926	SKCM	ENSG00000268355.ACH-000884	MDAMB435S_SKIN
ACH-000885	ENSG00000268355	-0.713258716843431	-1.6971504560779	0	0	OV	ENSG00000268355.ACH-000885	TOV21G_OVARY
ACH-000885	ENSG00000246640	-0.720597454660588	-1.71800470922388	0	0	OV	ENSG00000246640.ACH-000885	TOV21G_OVARY
ACH-000885	ENSG00000253878	-0.726461966993376	-1.72329155309171	0	0	OV	ENSG00000253878.ACH-000885	TOV21G_OVARY
ACH-000885	ENSG00000248100	-0.732966574146616	-1.7566579418042	0	0	OV	ENSG00000248100.ACH-000885	TOV21G_OVARY
ACH-000885	ENSG00000237886	-0.772689632815246	-1.75876862739358	0	0	OV	ENSG00000237886.ACH-000885	TOV21G_OVARY
ACH-000885	ENSG00000268460	-0.737876940250215	-1.76580044611923	0	0	OV	ENSG00000268460.ACH-000885	TOV21G_OVARY
ACH-000885	ENSG00000272081	-0.75835040657854	-1.76798134627829	0	0	OV	ENSG00000272081.ACH-000885	TOV21G_OVARY
ACH-000885	ENSG00000258602	-0.777118605526646	-1.7781856564054	0	0	OV	ENSG00000258602.ACH-000885	TOV21G_OVARY
ACH-000885	ENSG00000268812	-0.745792928245526	-1.79019420662213	0	0	OV	ENSG00000268812.ACH-000885	TOV21G_OVARY
ACH-000885	ENSG00000248429	-0.745965977530526	-1.79049029427248	0	0	OV	ENSG00000248429.ACH-000885	TOV21G_OVARY
ACH-000885	ENSG00000234546	-0.87602529773504	-1.98067396162017	0	0	OV	ENSG00000234546.ACH-000885	TOV21G_OVARY
ACH-000885	ENSG00000224818	-0.715332768345255	-1.54616927726389	0.00101729399693052	0.000166866906955013	OV	ENSG00000224818.ACH-000885	TOV21G_OVARY
ACH-000888	ENSG00000248429	-0.718155898408556	-1.66510848032969	0	0	LUAD	ENSG00000248429.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000262445	-0.710726126367602	-1.67303625090432	0	0	LUAD	ENSG00000262445.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000225511	-0.724984813337581	-1.68874062704863	0	0	LUAD	ENSG00000225511.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000253878	-0.711988058215759	-1.6923187539446	0	0	LUAD	ENSG00000253878.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000272081	-0.71531458126285	-1.69446781949517	0	0	LUAD	ENSG00000272081.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000268355	-0.718105729649194	-1.69627290198384	0	0	LUAD	ENSG00000268355.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000268812	-0.733847698567764	-1.73641936230298	0	0	LUAD	ENSG00000268812.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000263718	-0.731469852041053	-1.73913399033848	0	0	LUAD	ENSG00000263718.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000204666	-0.74933887215084	-1.76127251243123	0	0	LUAD	ENSG00000204666.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000246640	-0.745112406891733	-1.76539633454956	0	0	LUAD	ENSG00000246640.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000268460	-0.762756067563799	-1.78370816966618	0	0	LUAD	ENSG00000268460.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000237886	-0.660998594645576	-1.57003122566452	0	7.14838089172802e-05	LUAD	ENSG00000237886.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000234546	-0.667862619084059	-1.57953094212328	0	7.69825634493787e-05	LUAD	ENSG00000234546.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000224818	-0.682553840147642	-1.62049959847354	0	8.33977770701603e-05	LUAD	ENSG00000224818.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000224666	-0.719575876471381	-1.54319426810278	0.00305188199079157	0.000200154664968385	LUAD	ENSG00000224666.ACH-000888	NCIH1793_LUNG
ACH-000888	ENSG00000255400	-0.651128989123345	-1.47446609386464	0	0.000437838329618341	LUAD	ENSG00000255400.ACH-000888	NCIH1793_LUNG
ACH-000896	ENSG00000268460	-0.751537025494689	-1.6495421101211	0	0	BLCA	ENSG00000268460.ACH-000896	647V_URINARY_TRACT
ACH-000896	ENSG00000225511	-0.719646128435054	-1.71544765831094	0	0	BLCA	ENSG00000225511.ACH-000896	647V_URINARY_TRACT
ACH-000896	ENSG00000248429	-0.755408716269775	-1.78634000964961	0	0	BLCA	ENSG00000248429.ACH-000896	647V_URINARY_TRACT
ACH-000896	ENSG00000254951	-0.751909165970739	-1.79684577964313	0	0	BLCA	ENSG00000254951.ACH-000896	647V_URINARY_TRACT
ACH-000898	ENSG00000224818	-0.706341261337295	-1.70988366506614	0	0	STAD	ENSG00000224818.ACH-000898	SNU719_STOMACH
ACH-000898	ENSG00000182165	-0.711015938501162	-1.72626678598038	0	0	STAD	ENSG00000182165.ACH-000898	SNU719_STOMACH
ACH-000898	ENSG00000272081	-0.729965974296312	-1.7290378072362	0	0	STAD	ENSG00000272081.ACH-000898	SNU719_STOMACH
ACH-000898	ENSG00000253878	-0.717979929286747	-1.73353193568846	0	0	STAD	ENSG00000253878.ACH-000898	SNU719_STOMACH
ACH-000898	ENSG00000258602	-0.738110175252148	-1.74006634763667	0	0	STAD	ENSG00000258602.ACH-000898	SNU719_STOMACH
ACH-000898	ENSG00000237886	-0.721780744131088	-1.76356573374939	0	0	STAD	ENSG00000237886.ACH-000898	SNU719_STOMACH
ACH-000898	ENSG00000248429	-0.765537876113871	-1.86915586725474	0	0	STAD	ENSG00000248429.ACH-000898	SNU719_STOMACH
ACH-000899	ENSG00000234546	-0.686998977396817	-1.76802208310183	0	0	SKCM	ENSG00000234546.ACH-000899	WM88_SKIN
ACH-000899	ENSG00000225511	-0.697477875040664	-1.77610716250518	0	0	SKCM	ENSG00000225511.ACH-000899	WM88_SKIN
ACH-000899	ENSG00000224818	-0.730637862523127	-1.85173665724585	0	0	SKCM	ENSG00000224818.ACH-000899	WM88_SKIN
ACH-000899	ENSG00000182165	-0.697264965675992	-1.85388144868049	0	0	SKCM	ENSG00000182165.ACH-000899	WM88_SKIN
ACH-000899	ENSG00000224666	-0.714025995648281	-1.86868617629107	0	0	SKCM	ENSG00000224666.ACH-000899	WM88_SKIN
ACH-000899	ENSG00000272081	-0.780321577516754	-1.99110936651442	0	0	SKCM	ENSG00000272081.ACH-000899	WM88_SKIN
ACH-000899	ENSG00000260193	-0.61375441526095	-1.63552029911093	0	0.000416740625265286	SKCM	ENSG00000260193.ACH-000899	WM88_SKIN
ACH-000900	ENSG00000237886	-0.631154087927986	-1.59352869350472	0	0	LUAD	ENSG00000237886.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000224666	-0.701790417336459	-1.61908341365906	0	0	LUAD	ENSG00000224666.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000234546	-0.644153856908002	-1.62078689084466	0	0	LUAD	ENSG00000234546.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000225511	-0.660828184969219	-1.63560081858316	0	0	LUAD	ENSG00000225511.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000224818	-0.663773597148678	-1.67570477038246	0	0	LUAD	ENSG00000224818.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000248429	-0.699223055142801	-1.71375987848444	0	0	LUAD	ENSG00000248429.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000262445	-0.690379108025529	-1.72046290639125	0	0	LUAD	ENSG00000262445.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000272081	-0.691771014036061	-1.73801564072611	0	0	LUAD	ENSG00000272081.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000253878	-0.6904506824354	-1.74018942634487	0	0	LUAD	ENSG00000253878.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000268355	-0.703990525137033	-1.76243045742792	0	0	LUAD	ENSG00000268355.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000263718	-0.701347347096384	-1.76818795037487	0	0	LUAD	ENSG00000263718.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000268812	-0.702982000409224	-1.7691427702835	0	0	LUAD	ENSG00000268812.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000204666	-0.716441319959103	-1.77965012193835	0	0	LUAD	ENSG00000204666.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000246640	-0.71825795743698	-1.80531230567018	0	0	LUAD	ENSG00000246640.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000268460	-0.73732428200211	-1.83311006616921	0	0	LUAD	ENSG00000268460.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000255400	-0.636428759984482	-1.50823761453884	0	0.000375272925764192	LUAD	ENSG00000255400.ACH-000900	NCIH23_LUNG
ACH-000900	ENSG00000182165	-0.578410752097802	-1.45606731109425	0	0.00076526243685247	LUAD	ENSG00000182165.ACH-000900	NCIH23_LUNG
ACH-000905	ENSG00000225511	-0.709001313090654	-1.69907282298643	0	0	BLCA	ENSG00000225511.ACH-000905	5637_URINARY_TRACT
ACH-000905	ENSG00000248429	-0.757794167388678	-1.79500561496691	0	0	BLCA	ENSG00000248429.ACH-000905	5637_URINARY_TRACT
ACH-000905	ENSG00000254951	-0.758059654302078	-1.816543965227	0	0	BLCA	ENSG00000254951.ACH-000905	5637_URINARY_TRACT
ACH-000905	ENSG00000268460	-0.741715357973225	-1.64839777041148	0	0.000262172284644195	BLCA	ENSG00000268460.ACH-000905	5637_URINARY_TRACT
ACH-000905	ENSG00000237886	-0.672173939449274	-1.638386919776	0	0.000419475655430712	BLCA	ENSG00000237886.ACH-000905	5637_URINARY_TRACT
ACH-000906	ENSG00000237886	-0.756736954559694	-1.66925899018551	0	0	OV	ENSG00000237886.ACH-000906	ES2_OVARY
ACH-000906	ENSG00000268355	-0.735767806054949	-1.67376414237154	0	0	OV	ENSG00000268355.ACH-000906	ES2_OVARY
ACH-000906	ENSG00000246640	-0.73777005357834	-1.69547415736656	0	0	OV	ENSG00000246640.ACH-000906	ES2_OVARY
ACH-000906	ENSG00000253878	-0.750167571432244	-1.71217873217165	0	0	OV	ENSG00000253878.ACH-000906	ES2_OVARY
ACH-000906	ENSG00000248100	-0.743214282617585	-1.71399909868769	0	0	OV	ENSG00000248100.ACH-000906	ES2_OVARY
ACH-000906	ENSG00000268460	-0.750777793191961	-1.72475655764466	0	0	OV	ENSG00000268460.ACH-000906	ES2_OVARY
ACH-000906	ENSG00000258602	-0.782447709514121	-1.72916119683322	0	0	OV	ENSG00000258602.ACH-000906	ES2_OVARY
ACH-000906	ENSG00000272081	-0.778375034231075	-1.7479454369094	0	0	OV	ENSG00000272081.ACH-000906	ES2_OVARY
ACH-000906	ENSG00000268812	-0.759543799895887	-1.75468601698488	0	0	OV	ENSG00000268812.ACH-000906	ES2_OVARY
ACH-000906	ENSG00000248429	-0.765100627591148	-1.76138328143067	0	0	OV	ENSG00000248429.ACH-000906	ES2_OVARY
ACH-000906	ENSG00000234546	-0.883168919915234	-1.94843197133809	0	0	OV	ENSG00000234546.ACH-000906	ES2_OVARY
ACH-000906	ENSG00000224818	-0.710042168324081	-1.50944024168551	0.0040691759877221	0.000417209038416608	OV	ENSG00000224818.ACH-000906	ES2_OVARY
ACH-000910	ENSG00000253878	-0.691313530647172	-1.61274418620536	0	0	BRCA	ENSG00000253878.ACH-000910	MDAMB453_BREAST
ACH-000910	ENSG00000246640	-0.696525692799775	-1.63520040247136	0	0	BRCA	ENSG00000246640.ACH-000910	MDAMB453_BREAST
ACH-000910	ENSG00000268460	-0.733516658170846	-1.63529552895713	0	0	BRCA	ENSG00000268460.ACH-000910	MDAMB453_BREAST
ACH-000910	ENSG00000225511	-0.699675549751895	-1.64061963122644	0	0	BRCA	ENSG00000225511.ACH-000910	MDAMB453_BREAST
ACH-000910	ENSG00000268355	-0.699183131070573	-1.6425202406953	0	0	BRCA	ENSG00000268355.ACH-000910	MDAMB453_BREAST
ACH-000910	ENSG00000234546	-0.704049967931557	-1.65306193179176	0	0	BRCA	ENSG00000234546.ACH-000910	MDAMB453_BREAST
ACH-000910	ENSG00000224818	-0.71420861083	-1.67442463315397	0	0	BRCA	ENSG00000224818.ACH-000910	MDAMB453_BREAST
ACH-000910	ENSG00000224592	-0.728358131207974	-1.58775952324172	0	0.000112095602928132	BRCA	ENSG00000224592.ACH-000910	MDAMB453_BREAST
ACH-000910	ENSG00000248429	-0.679778896285736	-1.59754205841137	0	0.000126107553294149	BRCA	ENSG00000248429.ACH-000910	MDAMB453_BREAST
ACH-000911	ENSG00000224818	-0.713500087276597	-1.69993643968787	0	0	STAD	ENSG00000224818.ACH-000911	NUGC3_STOMACH
ACH-000911	ENSG00000272081	-0.726559759904634	-1.70333991648849	0	0	STAD	ENSG00000272081.ACH-000911	NUGC3_STOMACH
ACH-000911	ENSG00000258602	-0.736172147324898	-1.71684221243486	0	0	STAD	ENSG00000258602.ACH-000911	NUGC3_STOMACH
ACH-000911	ENSG00000182165	-0.720892930287862	-1.72534081108251	0	0	STAD	ENSG00000182165.ACH-000911	NUGC3_STOMACH
ACH-000911	ENSG00000253878	-0.729320775719158	-1.73737925477025	0	0	STAD	ENSG00000253878.ACH-000911	NUGC3_STOMACH
ACH-000911	ENSG00000237886	-0.735474661773733	-1.77232127344533	0	0	STAD	ENSG00000237886.ACH-000911	NUGC3_STOMACH
ACH-000911	ENSG00000248429	-0.773913556256839	-1.86315447999533	0	0	STAD	ENSG00000248429.ACH-000911	NUGC3_STOMACH
ACH-000911	ENSG00000255400	-0.75718585402141	-1.63143290810931	0.00102774922813181	0.000239785152503357	STAD	ENSG00000255400.ACH-000911	NUGC3_STOMACH
ACH-000911	ENSG00000268355	-0.667605323573075	-1.55349024007712	0	0.000852569431123047	STAD	ENSG00000268355.ACH-000911	NUGC3_STOMACH
ACH-000913	ENSG00000248429	-0.627539814893906	-1.48639672887069	0	0	UCEC	ENSG00000248429.ACH-000913	ESS1_ENDOMETRIUM
ACH-000913	ENSG00000204666	-0.65789859037408	-1.54488794399836	0	0	UCEC	ENSG00000204666.ACH-000913	ESS1_ENDOMETRIUM
ACH-000913	ENSG00000237886	-0.66958386432918	-1.59466212217864	0	0	UCEC	ENSG00000237886.ACH-000913	ESS1_ENDOMETRIUM
ACH-000913	ENSG00000182165	-0.688228298744187	-1.65080225913203	0	0	UCEC	ENSG00000182165.ACH-000913	ESS1_ENDOMETRIUM
ACH-000915	ENSG00000224818	-0.742476727958975	-1.75556255424789	0	0	SKCM	ENSG00000224818.ACH-000915	IPC298_SKIN
ACH-000915	ENSG00000224666	-0.755180529940058	-1.80702510646035	0	0	SKCM	ENSG00000224666.ACH-000915	IPC298_SKIN
ACH-000915	ENSG00000272081	-0.81264973288693	-1.91179652376566	0	0	SKCM	ENSG00000272081.ACH-000915	IPC298_SKIN
ACH-000915	ENSG00000234546	-0.701859059559328	-1.68094148767102	0	0.000193986420950533	SKCM	ENSG00000234546.ACH-000915	IPC298_SKIN
ACH-000915	ENSG00000182165	-0.709004887437603	-1.72157333017746	0	0.000242483026188167	SKCM	ENSG00000182165.ACH-000915	IPC298_SKIN
ACH-000915	ENSG00000225511	-0.694301582706331	-1.64019009860188	0	0.000323310701584222	SKCM	ENSG00000225511.ACH-000915	IPC298_SKIN
ACH-000916	ENSG00000237886	-0.523826682368277	-1.75891324386075	0	0	LUAD	ENSG00000237886.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000234546	-0.544391180193459	-1.81449499010616	0	0	LUAD	ENSG00000234546.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000224818	-0.561551151896985	-1.88402018658401	0	0	LUAD	ENSG00000224818.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000263718	-0.584827873743511	-1.95780693318844	0	0	LUAD	ENSG00000263718.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000262445	-0.602293671822844	-1.98921731229746	0	0	LUAD	ENSG00000262445.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000268812	-0.601435238758437	-1.99387494747637	0	0	LUAD	ENSG00000268812.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000225511	-0.610944606475366	-1.99774841469641	0	0	LUAD	ENSG00000225511.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000253878	-0.60741052781776	-2.03258887998188	0	0	LUAD	ENSG00000253878.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000272081	-0.611889112329084	-2.04702571063719	0	0	LUAD	ENSG00000272081.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000248429	-0.644208838665691	-2.05271810531498	0	0	LUAD	ENSG00000248429.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000268460	-0.642483546576541	-2.10356838137423	0	0	LUAD	ENSG00000268460.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000246640	-0.633396152157016	-2.11848100310501	0	0	LUAD	ENSG00000246640.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000268355	-0.643533170139792	-2.13874325018576	0	0	LUAD	ENSG00000268355.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000204666	-0.651516875335608	-2.14790323175378	0	0	LUAD	ENSG00000204666.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000224666	-0.589642995834017	-1.61984494890588	0.0066889632032453	0.000448779594266612	LUAD	ENSG00000224666.ACH-000916	NCIH1573_LUNG
ACH-000916	ENSG00000182165	-0.472948412481354	-1.5776140419799	0	0.000781357329303476	LUAD	ENSG00000182165.ACH-000916	NCIH1573_LUNG
ACH-000928	ENSG00000248429	-0.620521868290492	-1.57384292912905	0	0	UCEC	ENSG00000248429.ACH-000928	JHUEM1_ENDOMETRIUM
ACH-000928	ENSG00000204666	-0.631279225888772	-1.59157252252637	0	0	UCEC	ENSG00000204666.ACH-000928	JHUEM1_ENDOMETRIUM
ACH-000928	ENSG00000237886	-0.650338268036679	-1.67042724843086	0	0	UCEC	ENSG00000237886.ACH-000928	JHUEM1_ENDOMETRIUM
ACH-000928	ENSG00000182165	-0.682731043418998	-1.74033003300066	0	0	UCEC	ENSG00000182165.ACH-000928	JHUEM1_ENDOMETRIUM
ACH-000932	ENSG00000272081	-0.730863315089877	-1.70750475799194	0	0	STAD	ENSG00000272081.ACH-000932	SNU1_STOMACH
ACH-000932	ENSG00000224818	-0.720800123400445	-1.71376408642626	0	0	STAD	ENSG00000224818.ACH-000932	SNU1_STOMACH
ACH-000932	ENSG00000182165	-0.722948404630497	-1.72436427012824	0	0	STAD	ENSG00000182165.ACH-000932	SNU1_STOMACH
ACH-000932	ENSG00000237886	-0.730819647679146	-1.75142044767635	0	0	STAD	ENSG00000237886.ACH-000932	SNU1_STOMACH
ACH-000932	ENSG00000248429	-0.76519161602339	-1.83418908056314	0	0	STAD	ENSG00000248429.ACH-000932	SNU1_STOMACH
ACH-000932	ENSG00000253878	-0.716258457505013	-1.69497028868261	0	0.00032071840923669	STAD	ENSG00000253878.ACH-000932	SNU1_STOMACH
ACH-000932	ENSG00000258602	-0.715855831415005	-1.65274341000891	0	0.000412352240447173	STAD	ENSG00000258602.ACH-000932	SNU1_STOMACH
ACH-000936	ENSG00000237886	-0.736877146303984	-1.73090089499501	0	0	OV	ENSG00000237886.ACH-000936	EFO27_OVARY
ACH-000936	ENSG00000246640	-0.720696614960181	-1.76809587044637	0	0	OV	ENSG00000246640.ACH-000936	EFO27_OVARY
ACH-000936	ENSG00000258602	-0.759515411914439	-1.76980236652867	0	0	OV	ENSG00000258602.ACH-000936	EFO27_OVARY
ACH-000936	ENSG00000253878	-0.72716299189863	-1.77535757506832	0	0	OV	ENSG00000253878.ACH-000936	EFO27_OVARY
ACH-000936	ENSG00000268355	-0.735485672418616	-1.79265299117432	0	0	OV	ENSG00000268355.ACH-000936	EFO27_OVARY
ACH-000936	ENSG00000248100	-0.730154424331148	-1.80306138598822	0	0	OV	ENSG00000248100.ACH-000936	EFO27_OVARY
ACH-000936	ENSG00000272081	-0.760901310457403	-1.81275106216115	0	0	OV	ENSG00000272081.ACH-000936	EFO27_OVARY
ACH-000936	ENSG00000268460	-0.738533498092637	-1.81773662463921	0	0	OV	ENSG00000268460.ACH-000936	EFO27_OVARY
ACH-000936	ENSG00000268812	-0.746941695882852	-1.84464805671978	0	0	OV	ENSG00000268812.ACH-000936	EFO27_OVARY
ACH-000936	ENSG00000248429	-0.756467087675882	-1.8663963072023	0	0	OV	ENSG00000248429.ACH-000936	EFO27_OVARY
ACH-000936	ENSG00000234546	-0.86500717314592	-2.02009758719895	0	0	OV	ENSG00000234546.ACH-000936	EFO27_OVARY
ACH-000936	ENSG00000224818	-0.704819341184585	-1.56633265058846	0.00203873598161189	0.000250400641025641	OV	ENSG00000224818.ACH-000936	EFO27_OVARY
ACH-000941	ENSG00000204666	-0.631336480591715	-1.49875295516	0	0	UCEC	ENSG00000204666.ACH-000941	HEC1B_ENDOMETRIUM
ACH-000941	ENSG00000237886	-0.649710571184814	-1.55976349605337	0	0	UCEC	ENSG00000237886.ACH-000941	HEC1B_ENDOMETRIUM
ACH-000941	ENSG00000248429	-0.652971836766925	-1.56883943732185	0	0	UCEC	ENSG00000248429.ACH-000941	HEC1B_ENDOMETRIUM
ACH-000941	ENSG00000182165	-0.685876989161831	-1.65194678990863	0	0	UCEC	ENSG00000182165.ACH-000941	HEC1B_ENDOMETRIUM
ACH-000946	ENSG00000204666	-0.640508199396271	-1.53651555885484	0	0	UCEC	ENSG00000204666.ACH-000946	HEC265_ENDOMETRIUM
ACH-000946	ENSG00000248429	-0.64809587030194	-1.55771459056552	0	0	UCEC	ENSG00000248429.ACH-000946	HEC265_ENDOMETRIUM
ACH-000946	ENSG00000237886	-0.657330279293147	-1.59235245333362	0	0	UCEC	ENSG00000237886.ACH-000946	HEC265_ENDOMETRIUM
ACH-000946	ENSG00000182165	-0.682408519061257	-1.65326656636331	0	0	UCEC	ENSG00000182165.ACH-000946	HEC265_ENDOMETRIUM
ACH-000947	ENSG00000268355	-0.743238735495811	-1.68655127642125	0	0	OV	ENSG00000268355.ACH-000947	OVK18_OVARY
ACH-000947	ENSG00000246640	-0.741424291227105	-1.69031402187676	0	0	OV	ENSG00000246640.ACH-000947	OVK18_OVARY
ACH-000947	ENSG00000253878	-0.744445151014933	-1.69355770283496	0	0	OV	ENSG00000253878.ACH-000947	OVK18_OVARY
